1,1,53.93,57.45,124.26999999999998,68.14999999999999,1,1,1.0
1,2,313.9,0.6,400.15999999999997,113.87,1,1,1.0
1,3,93.38,0.6,222.93,61.75,1,1,1.0
1,4,0.12,15.43,17.63,31.549999999999997,1,1,1.0
2,1,35.48,53.44,120.32000000000002,66.56,1,1,1.0
2,2,312.7,0.3,400.15000000000003,114.18,1,1,1.0
2,3,93.37,0.6,222.93,61.75,1,1,1.0
2,4,0.53,13.81,12.370000000000001,31.549999999999997,1,1,1.0
3,1,13.03,51.04,120.27000000000001,65.75999999999999,1,1,1.0
3,2,311.5,0.0,400.15,114.5,1,1,1.0
3,3,93.35,0.6,222.92999999999998,61.75,1,1,1.0
4,1,5.81,50.24,109.09,61.76,1,1,1.0
4,2,311.5,0.6,395.28999999999996,113.87,1,1,1.0
4,3,93.34,0.6,222.92999999999998,61.75,1,1,1.0
5,1,0.2,47.83,94.7,57.769999999999996,1,1,1.0
5,2,310.96,0.6,395.3,113.87,1,1,1.0
5,3,93.32,0.6,222.94,61.75,1,1,1.0
6,1,1.0,46.22,79.5,56.18000000000001,1,1,1.0
6,2,310.43,0.6,395.3,113.87,1,1,1.0
6,3,93.31,0.6,222.93,61.75,1,1,1.0
7,1,1.0,43.02,65.1,52.98,1,1,1.0
7,2,309.9,0.6,395.2900000000001,113.87,1,1,1.0
7,3,93.3,0.6,222.93,61.75,1,1,1.0
8,1,1.0,43.02,48.3,52.18,1,1,1.0
8,2,309.9,0.6,395.2900000000001,113.84,1,1,1.0
8,3,93.28,0.6,222.92999999999998,61.75,1,1,1.0
9,1,1.0,43.02,32.3,51.38,1,1,1.0
9,2,309.9,0.6,395.2900000000001,113.81,1,1,1.0
9,3,93.27,0.6,222.93,61.75,1,1,1.0
10,2,309.9,0.6,395.2900000000001,113.78,1,1,1.0
10,3,93.26,0.6,222.93,61.75,1,1,1.0
10,5,909.8,180.7,50.200000000000045,86.5,1,1,1.0
11,2,309.9,0.6,395.2900000000001,113.75,1,1,1.0
11,3,93.24,0.6,222.93,61.75,1,1,1.0
11,5,870.9,180.7,89.10000000000002,86.5,1,1,1.0
12,2,309.9,0.6,395.2900000000001,113.72,1,1,1.0
12,3,93.23,0.6,222.93,61.75,1,1,1.0
12,5,821.3,168.1,138.70000000000005,95.20000000000002,1,1,1.0
13,2,309.9,0.6,395.2900000000001,113.68,1,1,1.0
13,3,93.22,0.6,222.92999999999998,61.75,1,1,1.0
13,5,777.6,159.4,182.39999999999998,99.99999999999997,1,1,1.0
14,2,309.9,0.6,395.2900000000001,113.65,1,1,1.0
14,3,93.2,0.6,222.93,61.75,1,1,1.0
14,5,734.8,150.7,225.20000000000005,117.40000000000003,1,1,1.0
15,2,309.9,0.6,395.2900000000001,113.62,1,1,1.0
15,3,93.19,0.6,222.93,61.75,1,1,1.0
15,5,696.9,139.0,263.1,121.30000000000001,1,1,1.0
15,6,0.07,162.28,35.96,86.49000000000001,1,1,1.0
16,2,309.9,0.6,395.2900000000001,113.59,1,1,1.0
16,3,93.18,0.6,222.93,61.75,1,1,1.0
16,5,655.1,131.22,272.8299999999999,121.30000000000001,1,1,1.0
16,6,0.07,162.28,54.43,98.11999999999998,1,1,1.0
17,2,309.9,0.6,395.2900000000001,113.56,1,1,1.0
17,3,93.16,0.6,222.92999999999998,61.75,1,1,1.0
17,5,618.17,126.37,267.93000000000006,121.29999999999998,1,1,1.0
17,6,0.07,162.28,77.73,109.82000000000002,1,1,1.0
18,2,309.9,0.6,395.2900000000001,113.53,1,1,0.0
18,3,93.15,0.6,222.92999999999998,61.75,1,1,1.0
18,5,583.18,118.59,256.22,110.60999999999999,1,1,1.0
18,6,0.07,162.28,95.23,118.52000000000001,1,1,1.0
19,2,309.9,0.6,395.2900000000001,113.5,1,1,0.0
19,3,93.13,0.6,222.94,61.75,1,1,1.0
19,5,545.3,113.73,248.4000000000001,106.77,1,1,1.0
19,6,0.07,171.0,117.63000000000001,128.3,1,1,1.0
20,2,309.9,0.6,395.2900000000001,113.47,1,1,0.0
20,3,93.12,0.6,222.93,61.75,1,1,1.0
20,5,511.3,109.84,244.49999999999994,104.85999999999999,1,1,1.0
20,6,0.07,177.8,141.93,132.2,1,1,1.0
21,2,309.9,0.6,395.2900000000001,113.44000000000001,1,1,0.0
21,3,93.11,0.6,222.93,61.75,1,1,1.0
21,5,479.27,107.9,235.70000000000005,96.13,1,1,1.0
21,6,0.07,185.6,172.03,139.9,1,1,1.0
22,2,309.9,0.6,395.2900000000001,113.41000000000001,1,1,0.0
22,3,93.09,0.6,222.92999999999998,61.74,1,1,1.0
22,5,452.06,102.07,225.04000000000002,93.23000000000002,1,1,1.0
